,No Dokumen,Tgl Dok,Kode Barang,Nama Barang,Jumlah,Keterangan,Tahun
792,023180500677604001KD202200093K,2022-09-12,1.01.02.04.048.000368,Obeng (+) (Sedang) Panjang,8.0,Keperluan Lab. Sistem Integrasi,2022
793,023180500677604001KD202200093K,2022-09-12,1.01.02.04.048.000535,Skun Kabel U 2.5mm,50.0,Keperluan Lab. Sistem Integrasi,2022
794,023180500677604001KD202200093K,2022-09-12,1.01.02.04.048.000564,Tang Kombinasi 6,12.0,Keperluan Lab. Sistem Integrasi,2022
795,023180500677604001KD202200093K,2022-09-12,1.01.02.04.048.000576,Tespen 220V,10.0,Keperluan Lab. Sistem Integrasi,2022
796,023180500677604001KD202200093K,2022-09-12,1.01.02.04.048.000970,Tang Potong Kecil,3.0,Keperluan Lab. Sistem Integrasi,2022
797,023180500677604001KD202200093K,2022-09-12,1.01.02.08.001.000046,Tang Potong Prohek Sellery,1.0,Keperluan Lab. Sistem Integrasi,2022
798,023180500677604001KD202200093K,2022-09-12,1.01.02.08.001.000083,Jangka Sorong Digital 6 -150mm Prohex,4.0,Keperluan Lab. Sistem Integrasi,2022
799,023180500677604001KD202200094K,2022-09-13,1.01.02.04.048.000221,"Jack Banana Hitam, merah",20.0,Keperluan Lab. Telkom,2022
800,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000015,Arrow Klip Hitam Kecil,50.0,Keperluan Lab. Elektronika Digital,2022
801,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000016,Arrow Klip Merah Kecil,50.0,Keperluan Lab. Elektronika Digital,2022
802,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000044,Cap Milar 100N,100.0,Keperluan Lab. Elektronika Digital,2022
803,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000105,Diode IN 4007,100.0,Keperluan Lab. Elektronika Digital,2022
804,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000106,Diode IN 4148,100.0,Keperluan Lab. Elektronika Digital,2022
805,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000121,Fuse Kecil 0.5A,100.0,Keperluan Lab. Elektronika Digital,2022
806,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000124,"Heat Sink Sirip Kecil kecil ukuran 1,5 cm x 2 cm",50.0,Keperluan Lab. Elektronika Digital,2022
807,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000221,"Jack Banana Hitam, merah",20.0,Keperluan Lab. Elektronika Digital,2022
808,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000221,"Jack Banana Hitam, merah",30.0,Keperluan Lab. Elektronika Digital,2022
809,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000327,Led Merah Kecil,10.0,Keperluan Lab. Elektronika Digital,2022
810,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000327,Led Merah Kecil,90.0,Keperluan Lab. Elektronika Digital,2022
811,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000545,Soldering Iron Stand,2.0,Keperluan Lab. Elektronika Digital,2022
812,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000696,Cap Elect 100uF 16V,100.0,Keperluan Lab. Elektronika Digital,2022
813,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000708,Cap Elect 220uF 16V,100.0,Keperluan Lab. Elektronika Digital,2022
814,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000715,Cap Elect 470uF 25V,100.0,Keperluan Lab. Elektronika Digital,2022
815,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000716,Cap Elect 4700uF 50V,100.0,Keperluan Lab. Elektronika Digital,2022
816,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000749,Cap Keramik 39pF,100.0,Keperluan Lab. Elektronika Digital,2022
817,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000781,Cap Milar 5.6N,100.0,Keperluan Lab. Elektronika Digital,2022
818,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000798,Diode Bridge 1A,100.0,Keperluan Lab. Elektronika Digital,2022
819,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000802,Diode Zener 1N 4746,100.0,Keperluan Lab. Elektronika Digital,2022
820,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000805,Diode Zener 5.1V,100.0,Keperluan Lab. Elektronika Digital,2022
821,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000814,IC 7812,50.0,Keperluan Lab. Elektronika Digital,2022
822,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000815,IC 7815,50.0,Keperluan Lab. Elektronika Digital,2022
823,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000817,IC 7912,50.0,Keperluan Lab. Elektronika Digital,2022
824,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000818,IC 7915,35.0,Keperluan Lab. Elektronika Digital,2022
825,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000818,IC 7915,15.0,Keperluan Lab. Elektronika Digital,2022
826,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000834,IC NE 555,50.0,Keperluan Lab. Elektronika Digital,2022
827,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000860,IC TTL 74164,50.0,Keperluan Lab. Elektronika Digital,2022
828,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000876,Cap Milar 3.3 nF,95.0,Keperluan Lab. Elektronika Digital,2022
829,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000876,Cap Milar 3.3 nF,5.0,Keperluan Lab. Elektronika Digital,2022
830,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.000916,Isi Cutter Acrilyc,3.0,Keperluan Lab. Elektronika Digital,2022
831,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.001020,Diode Sisir 2A,20.0,Keperluan Lab. Elektronika Digital,2022
832,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.001195,Diode Zener 15V,100.0,Keperluan Lab. Elektronika Digital,2022
833,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.001376,IC TTL 74LS153,50.0,Keperluan Lab. Elektronika Digital,2022
834,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.001377,IC TTL 74LS148,50.0,Keperluan Lab. Elektronika Digital,2022
835,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.001628,Cap Milar 10 nF,100.0,Keperluan Lab. Elektronika Digital,2022
836,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.001629,"Diode Zener 3,3 V",100.0,Keperluan Lab. Elektronika Digital,2022
837,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.001630,Dip Switch 4 Pin,50.0,Keperluan Lab. Elektronika Digital,2022
838,023180500677604001KD202200095K,2022-09-15,1.01.02.04.048.001632,Fuse Kecil 1.5A,100.0,Keperluan Lab. Elektronika Digital,2022
839,023180500677604001KD202200095K,2022-09-15,1.01.02.08.001.000171,"Busur Protactor 180 derajat, Prohex",2.0,Keperluan Lab. Elektronika Digital,2022
841,023180500677604001KD202200096K,2022-09-19,1.01.03.06.001.000018,"Kabel Serabut NYMHY 2x2,5",20.0,Kepeluan Unit Perpustakaan D3,2022
842,023180500677604001KD202200096K,2022-09-19,1.01.03.06.003.000001,Stop Kontak 5LB,5.0,Kepeluan Unit Perpustakaan D3,2022
843,023180500677604001KD202200096K,2022-09-19,1.01.03.06.005.000002,Steker GB Germany,5.0,Kepeluan Unit Perpustakaan D3,2022
844,023180500677604001KD202200097K,2022-09-20,1.01.03.06.001.000242,Kabel Serabut NYMHY 3x2.5mm supreme,15.0,Keperluan Unit Kalibrasi,2022
845,023180500677604001KD202200097K,2022-09-20,1.01.03.06.005.000002,Steker GB Germany,3.0,Keperluan Unit Kalibrasi,2022
846,023180500677604001KD202200098K,2022-09-22,1.01.03.06.001.000060,KABEL PANEL SURYA SINYOKU 2X2.5mm 50meter,15.0,Keperluan Lab Teknis Sistem Tenaga,2022
847,023180500677604001KD202200099K,2022-09-26,1.01.02.04.031.000245,Kotak Komponen isi 60,2.0,Keperluan Labolatorium Robot Industri,2022
848,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000038,Cap Elect 470uF 50V,100.0,Keperluan Labolatorium Robot Industri,2022
849,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000364,"Obeng + Vanadium 7mm, Pnj 12",2.0,Keperluan Labolatorium Robot Industri,2022
850,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000368,Obeng (+) (Sedang) Panjang,2.0,Keperluan Labolatorium Robot Industri,2022
851,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000376,PCB Dot Matrik 10cm x 20cm,30.0,Keperluan Labolatorium Robot Industri,2022
852,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000414,Project Board GL-12,8.0,Keperluan Labolatorium Robot Industri,2022
853,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000414,Project Board GL-12,2.0,Keperluan Labolatorium Robot Industri,2022
854,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000542,"Solder Biasa Goot, 40W-220V",8.0,Keperluan Labolatorium Robot Industri,2022
855,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000580,Timah 1/4Kg,2.0,Keperluan Labolatorium Robot Industri,2022
856,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000580,Timah 1/4Kg,2.0,Keperluan Labolatorium Robot Industri,2022
857,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000696,Cap Elect 100uF 16V,100.0,Keperluan Labolatorium Robot Industri,2022
858,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000698,Cap Elect 1000uF 25V,100.0,Keperluan Labolatorium Robot Industri,2022
859,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000738,Cap Keramik 22pF,100.0,Keperluan Labolatorium Robot Industri,2022
860,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000805,Diode Zener 5.1V,100.0,Keperluan Labolatorium Robot Industri,2022
861,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000966,Tang Cucut Kecil 6,2.0,Keperluan Labolatorium Robot Industri,2022
862,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.000971,Tang Potong Besar,2.0,Keperluan Labolatorium Robot Industri,2022
863,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.001055,Capacitor 10uF SMD,1.0,Keperluan Labolatorium Robot Industri,2022
864,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.001626,Cap Elect 470 uF 16V,100.0,Keperluan Labolatorium Robot Industri,2022
865,023180500677604001KD202200099K,2022-09-26,1.01.02.04.048.001629,"Diode Zener 3,3 V",100.0,Keperluan Labolatorium Robot Industri,2022
866,023180500677604001KD202200099K,2022-09-26,1.01.02.08.001.000003,Gagang Gergaji Besi Heavy duty 12,4.0,Keperluan Labolatorium Robot Industri,2022
867,023180500677604001KD202200099K,2022-09-26,1.01.03.06.003.000001,Stop Kontak 5LB,10.0,Keperluan Labolatorium Robot Industri,2022
868,023180500677604001KD202200100K,2022-09-28,1.01.03.06.001.000018,"Kabel Serabut NYMHY 2x2,5",25.0,Keperluan Labolatorium Multimedia,2022
869,023180500677604001KD202200100K,2022-09-28,1.01.03.06.003.000001,Stop Kontak 5LB,5.0,Keperluan Labolatorium Multimedia,2022
870,023180500677604001KD202200100K,2022-09-28,1.01.03.06.005.000002,Steker GB Germany,5.0,Keperluan Labolatorium Multimedia,2022
872,023180500677604001KD202200102K,2022-10-14,1.01.03.06.003.000549,"Stop Kontak 3Lb, ground",7.0,Keperluan Unit Rumah Tangga,2022
873,023180500677604001KD202200102K,2022-10-14,1.01.03.06.005.000002,Steker GB Germany,7.0,Keperluan Unit Rumah Tangga,2022
874,023180500677604001KD202200103K,2022-10-25,1.01.03.06.001.000018,"Kabel Serabut NYMHY 2x2,5",4.0,Keperluan Unit layanan pengadaan,2022
875,023180500677604001KD202200103K,2022-10-25,1.01.03.06.003.000551,"Stop Kontak 6Lb, ground",2.0,Keperluan Unit layanan pengadaan,2022
876,023180500677604001KD202200103K,2022-10-25,1.01.03.06.005.000002,Steker GB Germany,3.0,Keperluan Unit layanan pengadaan,2022
877,023180500677604001KD202200104K,2022-11-02,1.01.03.06.999.000143,Over Steker Matsuka 3 in 1,3.0,Keperluan Unit Rumah Tangga,2022
878,023180500677604001KD202200105K,2022-11-10,1.01.03.04.999.000025,Optical Mouse Genius NetScrool 120 PS2 USB,1.0,Keperluan Lab Elka Dasar,2022
879,023180500677604001KD202200106K,2022-11-14,1.01.02.04.048.001307,Lem Silicone Sealent ( refil ) G2000,2.0,Keperluan Lab Elka Dasar,2022
880,023180500677604001KD202200106K,2022-11-14,1.01.03.06.001.000242,Kabel Serabut NYMHY 3x2.5mm supreme,70.0,Keperluan Lab Elka Dasar,2022
881,023180500677604001KD202200106K,2022-11-14,1.01.03.06.005.000002,Steker GB Germany,10.0,Keperluan Lab Elka Dasar,2022
882,023180500677604001KD202200107K,2022-11-18,1.01.03.06.001.000018,"Kabel Serabut NYMHY 2x2,5",15.0,Keperluan Unit Kemahasiswaan,2022
883,023180500677604001KD202200107K,2022-11-18,1.01.03.06.003.000001,Stop Kontak 5LB,5.0,Keperluan Unit Kemahasiswaan,2022
884,023180500677604001KD202200107K,2022-11-18,1.01.03.06.005.000002,Steker GB Germany,5.0,Keperluan Unit Kemahasiswaan,2022
885,023180500677604001KD202200108K,2022-12-06,1.01.02.04.048.000866,Isolasi Kertas,1.0,Keperluan Unit Rumah Tangga,2022
886,023180500677604001KD202200109K,2022-12-07,1.01.03.06.005.000002,Steker GB Germany,3.0,Keperluan Unit Rumah Tangga,2022
887,023180500677604001KD202200110K,2022-12-07,1.01.03.06.001.000018,"Kabel Serabut NYMHY 2x2,5",6.0,Keperluan Unit Satuan Penjaminan Mutu,2022
888,023180500677604001KD202200111K,2022-12-28,1.01.02.04.048.001671,Isolasi Unibel 0.13mm x 19mm x 20mtr,2.0,Keperluan Lab TST,2022
889,023180500677604001KD202200111K,2022-12-28,1.01.02.04.048.001686,Speaker sys logitech S 00143,1.0,Keperluan Lab TST,2022
890,023180500677604001KD202200111K,2022-12-28,1.01.03.06.001.000241,Kabel Serabut NYMHY 3x1.5mm supreme,85.0,Keperluan Lab TST,2022
891,023180500677604001KD202200111K,2022-12-28,1.01.03.06.001.000248,Kabel RG 58 BELDEN,184.0,Keperluan Lab TST,2022
892,023180500677604001KD202200111K,2022-12-28,1.01.03.06.004.000554,Switch Double Out Bow,1.0,Keperluan Lab TST,2022
893,023180500677604001KD202200111K,2022-12-28,1.01.03.06.999.000023,Switch Engkel Out Bow,1.0,Keperluan Lab TST,2022
894,023180500677604001KD202200112K,2022-12-28,1.01.03.06.001.000018,"Kabel Serabut NYMHY 2x2,5",5.0,Keperluan Unit SPI,2022
895,023180500677604001KD202200112K,2022-12-28,1.01.03.06.003.000550,"Stop Kontak 4Lb, ground",2.0,Keperluan Unit SPI,2022
896,023180500677604001KD202200112K,2022-12-28,1.01.03.06.005.000002,Steker GB Germany,2.0,Keperluan Unit SPI,2022
